0_level_0_Rk,1_level_0_Player,2_level_0_Nation,3_level_0_Pos,4_level_0_Squad,5_level_0_Comp,6_level_0_Age,7_level_0_Born,8_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,19_level_0_Matches
346,Bilal Brahimi,dz ALG,"FW,MF",Nice,fr Ligue 1,25,2000.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
347,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29,1996.0,12.3,6,26,15,57.7,2.12,1.22,0.23,0.4,0,0,Matches
348,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,23,2002.0,2.5,0,3,0,0.0,1.18,0.0,0.0,,0,0,Matches
349,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,26,1999.0,16.0,0,6,0,0.0,0.37,0.0,0.0,,0,0,Matches
350,Iker Bravo,es ESP,FW,Udinese,it Serie A,21,2005.0,2.3,1,4,1,25.0,1.75,0.44,0.25,1.0,0,0,Matches
351,Josip Brekalo,hr CRO,"MF,FW",Oviedo,es La Liga,27,1998.0,5.4,0,9,3,33.3,1.67,0.56,0.0,0.0,0,0,Matches
352,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28,1997.0,13.2,3,10,5,50.0,0.76,0.38,0.3,0.6,0,0,Matches
353,Marco Brescianini,it ITA,MF,Fiorentina,it Serie A,26,2000.0,3.4,1,7,2,28.6,2.05,0.58,0.14,0.5,0,0,Matches
354,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,26,2000.0,2.0,1,3,2,66.7,1.48,0.99,0.33,0.5,0,0,Matches
355,Abel Bretones,es ESP,"MF,DF",Osasuna,es La Liga,25,2000.0,15.7,1,11,3,27.3,0.7,0.19,0.09,0.33,0,0,Matches
356,Sascha Britschgi,ch SUI,"MF,DF",Parma,it Serie A,19,2006.0,18.4,0,13,3,23.1,0.71,0.16,0.0,0.0,0,0,Matches
357,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,24,2002.0,13.4,5,20,10,50.0,1.5,0.75,0.25,0.5,0,0,Matches
358,Marius Broholm,no NOR,MF,Lille,fr Ligue 1,21,2004.0,3.1,1,4,3,75.0,1.29,0.97,0.0,0.0,1,1,Matches
359,Armando Broja,al ALB,FW,Burnley,eng Premier League,24,2001.0,9.1,1,16,6,37.5,1.76,0.66,0.06,0.17,0,0,Matches
360,David Brooks,wls WAL,MF,Bournemouth,eng Premier League,28,1997.0,10.9,1,41,12,29.3,3.78,1.11,0.02,0.08,0,0,Matches
361,Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,de Bundesliga,22,2003.0,19.0,3,14,7,50.0,0.74,0.37,0.21,0.43,0,0,Matches
362,Brugui,es ESP,"MF,FW",Levante,es La Liga,29,1996.0,10.0,0,18,5,27.8,1.81,0.5,0.0,0.0,0,0,Matches
363,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,20,2006.0,1.1,0,2,0,0.0,1.82,0.0,0.0,,0,0,Matches
364,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,eng Premier League,27,1998.0,10.3,0,16,4,25.0,1.55,0.39,0.0,0.0,0,0,Matches
365,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,27,1999.0,15.1,5,21,8,38.1,1.39,0.53,0.24,0.63,0,0,Matches
366,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34,1991.0,20.5,12,64,24,37.5,3.13,1.17,0.13,0.33,4,5,Matches
367,Emi Buendía,ar ARG,MF,Aston Villa,eng Premier League,29,1996.0,13.6,5,38,9,23.7,2.8,0.66,0.13,0.56,0,0,Matches
368,Hugo Bueno,es ESP,"MF,DF",Wolves,eng Premier League,23,2002.0,19.6,1,10,5,50.0,0.51,0.26,0.1,0.2,0,0,Matches
369,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21,2004.0,0.9,0,1,0,0.0,1.11,0.0,0.0,,0,0,Matches
370,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,27,1998.0,18.4,2,5,4,80.0,0.27,0.22,0.4,0.5,0,0,Matches
371,Louis Buffon,cz CZE,FW,Pisa,it Serie A,18,2007.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
372,Adam Buksa,pl POL,FW,Udinese,it Serie A,29,1996.0,5.8,1,8,3,37.5,1.39,0.52,0.13,0.33,0,0,Matches
373,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,19,2006.0,5.4,0,6,4,66.7,1.12,0.75,0.0,0.0,0,0,Matches
374,Marius Bülter,de GER,"FW,MF",Köln,de Bundesliga,32,1993.0,12.5,3,34,12,35.3,2.72,0.96,0.09,0.25,0,0,Matches
375,Facundo Buonanotte,ar ARG,MF,Leeds United,eng Premier League,21,2004.0,0.3,0,1,0,0.0,3.46,0.0,0.0,,0,0,Matches
376,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,21,2004.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
377,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26,1999.0,17.4,0,4,2,50.0,0.23,0.12,0.0,0.0,0,0,Matches
378,Livan Burcu,tr TUR,"MF,FW",Union Berlin,de Bundesliga,21,2004.0,3.2,0,10,1,10.0,3.1,0.31,0.0,0.0,0,0,Matches
379,Jan Bürger,de GER,DF,Wolfsburg,de Bundesliga,18,2007.0,2.1,0,1,0,0.0,0.48,0.0,0.0,,0,0,Matches
380,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,25,2001.0,18.0,4,24,10,41.7,1.34,0.56,0.17,0.4,0,0,Matches
381,Jonathan Burkardt,de GER,FW,Eintracht Frankfurt,de Bundesliga,25,2000.0,7.9,9,26,13,50.0,3.29,1.65,0.27,0.54,2,2,Matches
382,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28,1997.0,11.0,4,24,10,41.7,2.18,0.91,0.17,0.4,0,0,Matches
383,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20,2005.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
384,Dan Burn,eng ENG,DF,Newcastle United,eng Premier League,33,1992.0,17.0,0,4,0,0.0,0.24,0.0,0.0,,0,0,Matches
385,Bradley Burrowes,eng ENG,MF,Aston Villa,eng Premier League,17,2008.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
386,Marnon Busch,de GER,"DF,MF",Heidenheim,de Bundesliga,31,1994.0,13.5,0,6,1,16.7,0.44,0.07,0.0,0.0,0,0,Matches
387,Aurélio Buta,pt POR,DF,Eintracht Frankfurt,de Bundesliga,29,1997.0,1.6,0,1,0,0.0,0.62,0.0,0.0,,0,0,Matches
388,Jean Butez,fr FRA,GK,Como,it Serie A,30,1995.0,26.0,0,0,0,,0.0,0.0,,,0,0,Matches
389,Jun'ai Byfield,eng ENG,DF,Tottenham Hotspur,eng Premier League,17,2008.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
390,Sam Byram,eng ENG,"DF,MF",Leeds United,eng Premier League,32,1993.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
391,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,22,2003.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,0,0,Matches
392,Rémy Cabella,fr FRA,"MF,FW",Nantes,fr Ligue 1,35,1990.0,5.1,1,5,3,60.0,0.98,0.59,0.0,0.0,1,1,Matches
393,Jorge Cabello,es ESP,DF,Levante,es La Liga,21,2004.0,4.0,0,0,0,,0.0,0.0,,,0,0,Matches
394,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,19,2007.0,0.9,0,3,2,66.7,3.51,2.34,0.0,0.0,0,0,Matches
395,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34,1991.0,24.0,3,28,9,32.1,1.17,0.37,0.11,0.33,0,0,Matches
396,Anthony Caci,fr FRA,MF,Mainz 05,de Bundesliga,28,1997.0,3.4,0,5,0,0.0,1.45,0.0,0.0,,0,0,Matches
397,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,27,1998.0,9.9,1,8,3,37.5,0.81,0.3,0.13,0.33,0,0,Matches
398,Mathieu Cafaro,fr FRA,FW,Paris FC,fr Ligue 1,28,1997.0,1.6,0,6,1,16.7,3.67,0.61,0.0,0.0,0,0,Matches
399,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,24,2001.0,20.7,3,19,7,36.8,0.92,0.34,0.16,0.43,0,0,Matches
400,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,35,1991.0,5.2,1,11,1,9.1,2.11,0.19,0.09,1.0,0,0,Matches
401,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29,1996.0,10.0,0,3,1,33.3,0.3,0.1,0.0,0.0,0,0,Matches
402,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23,2002.0,15.0,1,24,5,20.8,1.6,0.33,0.04,0.2,0,0,Matches
403,Calebe,br BRA,MF,Alavés,es La Liga,25,2000.0,7.8,0,5,1,20.0,0.64,0.13,0.0,0.0,0,0,Matches
404,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30,1995.0,17.6,0,9,1,11.1,0.51,0.06,0.0,0.0,0,0,Matches
405,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29,1996.0,13.7,1,9,2,22.2,0.66,0.15,0.11,0.5,0,0,Matches
406,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,32,1994.0,14.4,7,44,14,31.8,3.05,0.97,0.09,0.29,3,4,Matches
407,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28,1997.0,19.5,10,48,23,47.9,2.46,1.18,0.17,0.35,2,2,Matches
408,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31,1994.0,7.8,0,0,0,,0.0,0.0,,,0,0,Matches
409,Adama Camara,fr FRA,MF,Paris FC,fr Ligue 1,29,1996.0,16.2,1,14,4,28.6,0.86,0.25,0.07,0.25,0,0,Matches
410,Amady Camara,ml MLI,FW,Nantes,fr Ligue 1,20,2005.0,1.9,0,6,0,0.0,3.16,0.0,0.0,,0,0,Matches
411,Dawda Camara,mr MTN,FW,Girona,es La Liga,23,2002.0,0.8,0,2,1,50.0,2.5,1.25,0.0,0.0,0,0,Matches
412,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,22,2004.0,11.4,0,11,0,0.0,0.97,0.0,0.0,,0,0,Matches
413,Mahdi Camara,fr FRA,MF,Rennes,fr Ligue 1,27,1998.0,18.7,3,15,7,46.7,0.8,0.37,0.2,0.43,0,0,Matches
414,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22,2003.0,20.7,1,4,2,50.0,0.19,0.1,0.25,0.5,0,0,Matches
415,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17,2008.0,7.1,1,13,3,23.1,1.83,0.42,0.08,0.33,0,1,Matches
416,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,23,2002.0,11.7,1,10,2,20.0,0.86,0.17,0.1,0.5,0,0,Matches
417,Nicolò Cambiaghi,it ITA,MF,Bologna,it Serie A,25,2000.0,12.6,3,19,6,31.6,1.51,0.48,0.16,0.5,0,0,Matches
418,Andrea Cambiaso,it ITA,"MF,DF",Juventus,it Serie A,26,2000.0,20.5,2,18,9,50.0,0.88,0.44,0.11,0.22,0,0,Matches
419,Axel Camblan,fr FRA,FW,Brest,fr Ligue 1,22,2003.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
420,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,25,2001.0,5.1,0,9,4,44.4,1.77,0.79,0.0,0.0,0,0,Matches
421,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,20,2006.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0,Matches
422,Emre Can,de GER,DF,Dortmund,de Bundesliga,32,1994.0,6.4,3,5,4,80.0,0.78,0.62,0.0,0.0,3,3,Matches
